STATE_NAME,DRAWSEQ,STATE_FIPS,SUB_REGION,STATE_ABBR,geometry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,1,15,Pacific,HI,"MULTIPOLYGON (((-160.0738033454681 22.00417734795773, -160.0497093454457 21.98816434794282, -160.0898583454831 21.91587034787549, -160.1701373455579 21.86759634783053, -160.2022593455878 21.7953083477632, -160.2424063456252 21.80328034777063, -160.2263363456102 21.89159234785287, -160.121962345513 21.96397834792029, -160.0738033454681 22.00417734795773)), ((-159.3351743447802 21.94834334790573, -159.4395453448774 21.86807134783097, -159.5760213450045 21.88413634784593, -159.6402473450644 21.94836534790575, -159.7365923451541 21.9644203479207, -159.8008143452139 22.03666634798799, -159.7125063451317 22.14905934809266, -159.5760123450045 22.21317934815238, -159.3913673448326 22.22912034816722, -159.3431953447877 22.19701634813732, -159.2950253447428 22.12481234807008, -159.3271303447727 22.04463934799541, -159.3351743447802 21.94834334790573)), ((-157.6733303432325 21.29802734730007, -157.68137134324 21.27394234727764, -157.7215013432774 21.28197134728512, -157.8258713433746 21.24986334725522, -157.8981343434419 21.33014434732999, -157.9463063434868 21.30606134730756, -158.0988333436288 21.29000834729261, -158.1309513436587 21.35423234735242, -158.2353183437559 21.47465234746457, -158.2433423437634 21.53887934752439, -158.2674313437858 21.58704234756924, -158.1148943436438 21.57901634756177, -158.0426263435764 21.67535034765148, -157.9864283435241 21.69943334767391, -157.9141793434568 21.6352083476141, -157.849959343397 21.50675834749447, -157.8098153433596 21.43450534742718, -157.7616433433148 21.45858734744961, -157.7134723432699 21.38633534738232, -157.6733303432325 21.29802734730007)), ((-156.7178723423427 21.1374193471505, -156.7660483423875 21.06517634708322, -156.8864843424997 21.04913434706828, -157.0711323426717 21.10533134712061, -157.2878973428735 21.08125034709819, -157.3039483428885 21.13744834715052, -157.2477473428362 21.16153034717295, -157.2316943428212 21.23377634724024, -157.1674713427614 21.19364034720286, -157.0069033426118 21.18561034719538, -156.9925463425985 21.19542034720451, -156.958733342567 21.20969334721781, -156.9433463425527 21.17277834718343, -156.9142423425256 21.16737234717839, -156.9102143425218 21.15804534716971, -156.7178723423427 21.1374193471505)), ((-157.0390503426418 20.92870734695612, -156.9105863425222 20.92871834695613, -156.806205342425 20.84041834687389, -156.8142253424324 20.79225234682903, -156.8864873424997 20.73604934677669, -156.9667653425745 20.72802034676921, -156.9908633425969 20.79223734682902, -156.9828263425894 20.83237734686641, -157.0550983426567 20.88053834691126, -157.0390503426418 20.92870734695612)), ((-156.1960453418567 20.63164934667946, -156.2763173419314 20.58348434663461, -156.3967353420436 20.56742734661965, -156.436879342081 20.62362134667199, -156.4609723421034 20.72798134676918, -156.4930743421333 20.79220434682899, -156.5251933421632 20.77614934681404, -156.6375863422679 20.80826134684395, -156.6937823423202 20.91262434694114, -156.6536363422829 21.01698534703834, -156.5974393422305 21.04106434706076, -156.5251913421632 20.98487034700842, -156.4770223421184 20.89656534692618, -156.3566033420062 20.94472634697104, -156.2602633419165 20.92867134695609, -156.0113923416847 20.80022534683646, -155.9873173416623 20.75206134679161, -156.0435113417146 20.65573234670189, -156.1318093417969 20.62362334667199, -156.1960453418567 20.63164934667946)), ((-155.6661923413632 18.92178634508703, -155.7785853414679 19.01009234516927, -155.8588613415426 19.01010134516928, -155.9070313415875 19.13051334528142, -155.8749273415576 19.37135834550573, -155.9471783416249 19.4837503456104, -155.9712583416473 19.62825234574498, -156.0435243417147 19.78078334588703, -155.9793013416548 19.82092234592442, -155.8829583415651 19.93331234602908, -155.8267613415128 20.00556334609637, -155.8347863415202 20.06175734614871, -155.8909783415726 20.17414934625338, -155.8588583415427 20.2704793463431, -155.7384423414305 20.20625634628328, -155.561826341266 20.134007346216, -155.2005503409296 19.99752834608889, -155.0961853408324 19.87711434597675, -155.0721063408099 19.72458534583469, -154.9757633407202 19.74064334584965, -154.9757623407202 19.6523353457674, -154.7910963405482 19.53996034566275, -154.8151873405707 19.45967634558798, -154.9275813406753 19.41951834555058, -155.0158813407576 19.33121134546834, -155.1523723408847 19.26699234540853, -155.3048993410268 19.23487834537862, -155.5216783412286 19.12248434527394, -155.5377293412436 19.04221034519918, -155.6661923413632 18.92178634508703)))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Washington,2,53,Pacific,WA,"MULTIPOLYGON (((-122.4020153103835 48.22521637237797, -122.4628553104402 48.22836337238091, -122.4544193104323 48.12849237228789, -122.3613333103457 48.06009737222419, -122.5145113104883 48.133973372293, -122.542074310514 48.21046037236424, -122.5091303104833 48.25379337240459, -122.4044043103858 48.24659437239789, -122.3783203103615 48.28972137243805, -122.5643663105348 48.41424637255403, -122.6670323106304 48.41289537255277, -122.6994133106605 48.4943283726286, -122.6081783105756 48.51882437265142, -122.5232283104964 48.45840337259515, -122.4738333104504 48.46219537259868, -122.5052993104797 48.55944437268925, -122.4295453104092 48.59939737272646, -122.4877983104634 48.63857037276294, -122.5265583104995 48.71172437283107, -122.5168533104905 48.75792137287409, -122.6974043106586 48.80301537291609, -122.7542423107116 48.90998837301572, -122.8224213107751 48.95072537305366, -122.743940310702 48.95580837305839, -122.7651193107217 48.99974637309931, -120.8570593089447 48.99983037309939, -118.8436033070695 48.99989837309946, -118.2003543064704 48.99990837309947, -117.438580305761 48.99991837309948, -117.0320493053824 48.99993137309949, -117.0291113053796 48.83807537294874, -117.0388683053887 48.04618637221124, -117.0374723053874 47.9710923721413, -117.0417943053914 47.36144137157352, -117.042392305392 47.25850137147765, -117.0409683053907 47.11931937134803, -117.0419263053916 46.53660137080533, -117.0385583053884 46.42798037070417, -117.0444703053939 46.38857437066747, -117.0641843054123 46.34869837063033, -117.0279733053786 46.33542737061797, -117.0016423053541 46.30244837058726, -116.9727253053271 46.24930937053777, -116.9674903053223 46.19755437048957, -116.9294263052868 46.1654833704597, -116.9616373053168 46.09727437039618, -116.9872113053406 46.0785093703787, -116.9577233053132 46.06568737036676, -116.9191323052772 45.99517537030108, -117.4816633058011 45.99983437030543, -117.602826305914 46.00026837030583, -117.9826773062677 45.99988037030547, -117.9925273062769 46.0016393703071, -118.9821333071985 45.99905837030471, -119.0322213072452 45.96627437027417, -119.1402503073458 45.92570837023639, -119.1787423073816 45.92235137023327, -119.3027633074971 45.93266237024287, -119.3794413075686 45.91761037022885, -119.4388613076239 45.91426837022574, -119.5122203076922 45.8992003702117, -119.589294307764 45.91331537022485, -119.6221163077946 45.8994103702119, -119.678445307847 45.85253937016824, -119.8335563079915 45.84160937015807, -119.8697353080252 45.83169837014884, -119.9943203081412 45.81114037012969, -120.0686483082104 45.78020237010088, -120.1559083082917 45.76126137008324, -120.2074453083397 45.71978437004461, -120.2836353084107 45.71658337004163, -120.4433833085594 45.6892793700162, -120.4991563086114 45.69563037002212, -120.5700823086774 45.74091837006429, -120.6237573087274 45.7436103700668, -120.6584033087597 45.73261237005656, -120.6969943087956 45.71050937003597, -120.8614193089488 45.66518636999376, -120.9079373089921 45.6354773699661, -120.9485733090299 45.65031636997991, -120.9684783090485 45.6451543699751, -121.033482309109 45.65284436998227, -121.0735303091463 45.64661036997646, -121.1252043091944 45.60705936993963, -121.1743163092402 45.60051636993353, -121.1920543092567 45.61324236994538, -121.2033083092672 45.65728736998641, -121.2142713092774 45.66564536999419, -121.2763913093352 45.67834037000601, -121.3199773093758 45.69664237002306, -121.3678143094204 45.69968637002589, -121.4220293094709 45.69060337001743, -121.44255230949 45.6949673700215, -121.5290543095705 45.71956737004441, -121.7064173097357 45.68879337001574, -121.7586943097844 45.68971637001661, -121.8110413098332 45.70068337002682, -121.8882833099051 45.67685637000463, -121.926820309941 45.64202836997219, -121.9726593099837 45.63577636996637, -122.0000113100091 45.61782436994965, -122.0820373100856 45.5905043699242, -122.2449223102372 45.54811236988473, -122.3031503102915 45.54309236988006, -122.3564573103411 45.56617136990155, -122.4371543104163 45.56477936990025, -122.5654293105357 45.59481836992823, -122.6512093106156 45.60683036993942, -122.6963233106576 45.63104536996197, -122.7605413107175 45.64939736997906, -122.7725513107286 45.72768537005197, -122.7642883107209 45.76056837008259, -122.788009310743 45.80034337011963, -122.7845163107398 45.8504493701663, -122.7840733107394 45.86788637018255, -122.80622331076 45.90407237021624, -122.8077413107614 45.94389037025333, -122.8754173108244 46.0271833703309, -122.8997573108471 46.07932937037946, -122.9741693109164 46.11048337040847, -123.0505963109876 46.15573637045063, -123.1185543110509 46.17931037047258, -123.1761963111046 46.18358637047656, -123.2124373111383 46.17000637046391, -123.2487993111722 46.14402037043971, -123.3047173112243 46.14473737044038, -123.4707733113789 46.27502337056171, -123.6200763115179 46.25866537054648, -123.7254593116161 46.28542337057141, -123.8857713117654 46.2404383705295, -123.9933293118656 46.31027437059455, -124.0791073119455 46.26725937055448, -124.0655103119328 46.63974537090139, -124.0230433118932 46.58354137084905, -124.0130023118839 46.38368037066292, -123.8414513117241 46.40434337068216, -123.9406933118165 46.48111537075366, -123.8935673117727 46.51107937078156, -123.9577123118324 46.61722537088042, -123.9264703118033 46.67306037093242, -123.8409663117237 46.71828837097454, -123.8955423117745 46.7449863709994, -124.043158311912 46.71585537097228, -124.0910493119566 46.72902237098454, -124.1020673119668 46.78946937104083, -124.1388273120011 46.89998537114376, -124.1057603119703 46.90814837115136, -124.1047383119693 46.8741453711197, -124.0288083118986 46.82376737107278, -124.0469293119155 46.88725337113191, -123.8126553116973 46.96396537120334, -123.9958643118679 46.97638537121491, -124.0343943119038 47.03103337126581, -124.1123613119764 47.04267537127664, -124.1620363120227 46.92961237117135, -124.1927333120513 47.16698237139242, -124.2314253120873 47.27507037149309, -124.3194273121693 47.34923837156216, -124.3490803121969 47.52691037172762, -124.3736053122197 47.6387633718318, -124.4840353123226 47.80825537198965, -124.6066853124368 47.87373537205063, -124.7327693125542 48.14998937230791, -124.7052093125286 48.23199637238429, -124.7171753125397 48.37755737251986, -124.5635473123966 48.35727837250097, -123.9912153118636 48.15916137231646, -123.3968573113101 48.11103037227163, -123.1232223110552 48.14873337230675, -122.9215943108674 48.09417937225594, -122.9248443108705 48.06679637223043, -122.8411113107925 48.13313637229222, -122.7688823107252 48.14399437230233, -122.8029313107569 48.08532137224769, -122.6615603106253 47.91715737209107, -122.6535853106178 47.86443137204197, -122.7458703107038 47.80898837199034, -122.7898013107447 47.80254837198434, -122.8095173107631 47.85707537203512, -122.858804310809 47.82732837200741, -122.8993633108467 47.67251737186324, -122.9827443109244 47.6054743718008, -123.1139153110466 47.45627337166184, -123.154060311084 47.34854737156152, -123.0104713109502 47.35302737156569, -122.8332473107852 47.43846437164525, -123.0362063109742 47.3560513715685, -123.1126853110454 47.37156937158295, -123.026336310965 47.51593637171741, -122.9169693108631 47.6146063718093, -122.7529423107104 47.66068837185222, -122.7230623106825 47.75689937194182, -122.6111623105783 47.85000837202854, -122.6132173105802 47.9361893721088, -122.5318883105045 47.90946137208391, -122.4735883104502 47.75498037194004, -122.621509310588 47.69696837188601, -122.5864603105553 47.57119137176887, -122.5552623105263 47.58350537178033, -122.5427023105146 47.52273437172374, -122.504461310479 47.50721637170929, -122.5584463105292 47.39836337160791, -122.5441253105159 47.37392737158515, -122.588254310557 47.3339293715479, -122.5531563105243 47.28333237150078, -122.5805303105498 47.25138737147103, -122.6115463105787 47.29339837151015, -122.6069143105744 47.2705713714889, -122.6997443106608 47.29208537150893, -122.6287543105947 47.39855337160809, -122.6374363106028 47.39858037160811, -122.7415493106998 47.34145037155491, -122.769708310726 47.26615637148478, -122.7198013106795 47.22313137144471, -122.7612383107181 47.16249637138824, -122.8251083107776 47.2348263714556, -122.7733353107294 47.3373603715511, -122.8021843107562 47.36074037157287, -122.880373310829 47.29923337151558, -123.115436311048 47.20798137143061, -123.0812003110161 47.09005837132078, -123.0313483109697 47.10077437133076, -122.9231503108689 47.04796337128157, -122.7900483107449 47.12585937135412, -122.7281863106873 47.08244137131368, -122.7000793106611 47.09832537132848, -122.5918063105603 47.18006037140459, -122.5307633105035 47.28745637150462, -122.5465883105182 47.31627637153146, -122.4240943104041 47.25947237147855, -122.392843310375 47.27772237149556, -122.4416043104204 47.30112537151734, -122.4208373104011 47.31884437153385, -122.3253763103122 47.34432337155758, -122.3197383103069 47.39011537160023, -122.3926333103748 47.5102423717121, -122.3822203103651 47.59540937179142, -122.4148153103955 47.66418037185547, -122.3944923103765 47.77417637195791, -122.3029223102913 47.95021437212186, -122.2301213102235 47.96911337213946, -122.2169923102112 48.00743937217516, -122.3683333103522 48.12814137228757, -122.4020153103835 48.22521637237797)), ((-122.9679783109106 48.44379437258154, -123.0952333110291 48.47942237261472, -123.1597203110892 48.52184237265423, -123.1698993110987 48.56256437269215, -123.1410533110718 48.62364737274905, -123.1037213110371 48.60837737273482, -123.0120953109517 48.55747737268742, -123.0086983109486 48.53371937266529, -122.9679803109106 48.52693337265897, -123.0222713109612 48.51335937264633, -123.018883310958 48.48960537262421, -122.9679783109106 48.44379437258154)), ((-122.733187310692 48.27664737242587, -122.665612310629 48.39677737253776, -122.604384310572 48.40478937254522, -122.5257503104988 48.32104337246722, -122.5286483105015 48.28351037243227, -122.6235093105898 48.29635037244422, -122.7320343106909 48.22541437237816, -122.6109253105781 48.20632137236038, -122.5462023105178 48.07685837223981, -122.4962123104713 48.09407137225584, -122.379994310363 48.03214637219817, -122.3554003103401 47.9638863721346, -122.3869613103695 47.90454937207933, -122.4427883104215 47.91805637209191, -122.4716163104484 47.98750937215659, -122.5449613105167 47.96753137213798, -122.608628310576 48.0314303721975, -122.6955543106569 48.18118537233697, -122.7687783107251 48.21881837237201, -122.733187310692 48.27664737242587)))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
